------------
Topic 3 (1404 tokens)
------------
0.01019	23.00000	0.01000	served
0.01019	23.00000	0.01000	reported
0.00930	21.00000	0.01000	new
0.00930	21.00000	0.01000	time
0.00930	21.00000	0.01000	made
0.00886	20.00000	0.01000	well
0.00886	20.00000	0.01000	played
0.00842	19.00000	0.01000	four
0.00797	18.00000	0.01000	letters
0.00797	18.00000	0.01000	based
0.00797	18.00000	0.01000	member
0.00797	18.00000	0.01000	place
0.00753	17.00000	0.01000	several
0.00709	16.00000	0.01000	three
0.00664	15.00000	0.01000	national
0.00620	14.00000	0.01000	early
0.00620	14.00000	0.01000	school
0.00620	14.00000	0.01000	included
0.00620	14.00000	0.01000	could
0.00620	14.00000	0.01000	2007
0.00620	14.00000	0.01000	second
0.00620	14.00000	0.01000	games
0.00576	13.00000	0.01000	born
0.00576	13.00000	0.01000	name
0.00576	13.00000	0.01000	life
0.00576	13.00000	0.01000	family
0.00576	13.00000	0.01000	way
0.00576	13.00000	0.01000	top
0.00532	12.00000	0.01000	team
0.00532	12.00000	0.01000	series
0.00487	11.00000	0.01000	six
0.00487	11.00000	0.01000	make
0.00487	11.00000	0.01000	taken
0.00487	11.00000	0.01000	began
0.00487	11.00000	0.01000	found
0.00487	11.00000	0.01000	point
0.00487	11.00000	0.01000	large
0.00487	11.00000	0.01000	major
0.00487	11.00000	0.01000	home
0.00443	10.00000	0.01000	village
0.00443	10.00000	0.01000	received
0.00443	10.00000	0.01000	late
------------
Topic 0 (2071 tokens)
------------
0.04373	91.00000	0.01000	also
0.02740	57.00000	0.01000	one
0.02163	45.00000	0.01000	two
0.02115	44.00000	0.01000	time
0.01923	40.00000	0.01000	used
0.01394	29.00000	0.01000	many
0.01298	27.00000	0.01000	known
0.01250	26.00000	0.01000	four
0.01154	24.00000	0.01000	made
0.01106	23.00000	0.01000	born
0.01106	23.00000	0.01000	include
0.01106	23.00000	0.01000	several
0.01058	22.00000	0.01000	due
0.00962	20.00000	0.01000	different
0.00914	19.00000	0.01000	well
0.00914	19.00000	0.01000	new
0.00914	19.00000	0.01000	member
0.00865	18.00000	0.01000	air
0.00865	18.00000	0.01000	long
0.00865	18.00000	0.01000	high
0.00865	18.00000	0.01000	reported
0.00817	17.00000	0.01000	large
0.00769	16.00000	0.01000	political
0.00769	16.00000	0.01000	three
0.00769	16.00000	0.01000	team
0.00769	16.00000	0.01000	former
0.00721	15.00000	0.01000	second
0.00673	14.00000	0.01000	2006
0.00673	14.00000	0.01000	would
0.00673	14.00000	0.01000	national
0.00625	13.00000	0.01000	family
0.00625	13.00000	0.01000	received
0.00577	12.00000	0.01000	near
0.00577	12.00000	0.01000	based
0.00577	12.00000	0.01000	point
0.00577	12.00000	0.01000	led
0.00577	12.00000	0.01000	day
0.00577	12.00000	0.01000	world
0.00577	12.00000	0.01000	played
0.00529	11.00000	0.01000	early
0.00529	11.00000	0.01000	parish
0.00529	11.00000	0.01000	2012
0.00529	11.00000	0.01000	number
0.00529	11.00000	0.01000	time.
0.00529	11.00000	0.01000	major
0.00481	10.00000	0.01000	built
0.00481	10.00000	0.01000	village
0.00481	10.00000	0.01000	six
0.00481	10.00000	0.01000	found
0.00481	10.00000	0.01000	occurs
